timestamp_iso,elapsed_s,frame_idx,face_detected,shoulder_detected,cheek_distance,eye_distance,face_vertical_length,shoulder_width,vh_ratio,cheek_eye_ratio,shoulder_tilt_deg,eye_line_tilt,face_center_x,face_center_y,avg_face_conf,avg_shoulder_conf
2026-05-21T16:49:01.543,0.011,0,True,True,0.207036,0.135185,0.283355,0.426599,2.096058,1.531503,-0.7462,-1.1774,0.521875,0.479167,1.0,0.9661
2026-05-21T16:49:01.655,0.054,1,False,True,,,,,,,,,,,,0.9868
2026-05-21T16:49:01.856,0.167,2,True,True,0.207035,0.135183,0.300394,0.42659,2.222119,1.531508,-0.7466,-1.178,0.521832,0.479554,1.0,0.9724
2026-05-21T16:49:02.060,0.367,3,True,True,0.207031,0.13518,0.315205,0.426568,2.331742,1.531523,-0.7475,-1.1796,0.521766,0.48015,1.0,0.9966
2026-05-21T16:49:02.268,0.571,4,True,True,0.207026,0.135174,0.32747,0.42653,2.422577,1.531549,-0.7485,-1.1823,0.52168,0.480929,1.0,0.9927
2026-05-21T16:49:02.446,0.78,5,True,True,0.207018,0.135166,0.337758,0.426475,2.498841,1.531585,-0.7497,-1.1864,0.521583,0.481832,1.0,0.9885
2026-05-21T16:49:02.665,0.958,6,True,True,0.207007,0.135155,0.346346,0.4264,2.562586,1.531632,-0.7516,-1.192,0.521473,0.482882,1.0,0.9805
2026-05-21T16:49:02.853,1.176,7,True,True,0.206995,0.135143,0.353265,0.426308,2.614011,1.531673,-0.7539,-1.1987,0.521355,0.484027,1.0,0.998
2026-05-21T16:49:03.049,1.365,8,True,True,0.20698,0.13513,0.358961,0.426201,2.656417,1.53171,-0.7563,-1.2065,0.521231,0.485249,1.0,0.9821
2026-05-21T16:49:03.251,1.561,9,True,True,0.206963,0.135116,0.363818,0.426077,2.69264,1.531743,-0.7588,-1.2151,0.521099,0.486544,1.0,0.993
2026-05-21T16:49:03.457,1.763,10,True,True,0.206943,0.1351,0.367323,0.425931,2.718896,1.531779,-0.7618,-1.2244,0.520964,0.487893,1.0,0.8962
