timestamp_iso,elapsed_s,frame_idx,face_detected,shoulder_detected,cheek_distance,eye_distance,face_vertical_length,shoulder_width,vh_ratio,cheek_eye_ratio,shoulder_tilt_deg,eye_line_tilt,face_center_x,face_center_y,avg_face_conf,avg_shoulder_conf
2026-05-21T16:49:19.460,0.013,0,True,True,0.202363,0.132097,0.277106,0.41265,2.097744,1.531926,-1.5429,-1.8076,0.511719,0.602778,1.0,0.9854
2026-05-21T16:49:19.529,0.06,1,False,False,,,,,,,,,,,,
2026-05-21T16:49:19.742,0.129,2,True,False,,,,,,,,,0.511694,0.603133,1.0,
2026-05-21T16:49:19.929,0.341,3,True,False,,,,,,,,,0.511656,0.603679,1.0,
2026-05-21T16:49:20.140,0.53,4,True,True,0.20236,0.132089,0.294986,0.412609,2.233229,1.531995,-1.5423,-1.8121,0.511609,0.604418,1.0,0.5704
2026-05-21T16:49:20.333,0.74,5,True,False,,,,,,,,,0.511556,0.605295,1.0,
2026-05-21T16:49:20.548,0.933,6,True,False,,,,,,,,,0.511497,0.606311,1.0,
2026-05-21T16:49:20.746,1.148,7,True,False,,,,,,,,,0.511435,0.607421,1.0,
2026-05-21T16:49:20.923,1.346,8,True,False,,,,,,,,,0.511375,0.608584,1.0,
2026-05-21T16:49:21.132,1.523,9,True,False,,,,,,,,,0.511315,0.609827,1.0,
2026-05-21T16:49:21.324,1.732,10,True,False,,,,,,,,,0.511256,0.611119,1.0,0.7286
2026-05-21T16:49:21.512,1.924,11,True,True,0.202341,0.132051,0.30897,0.411261,2.339779,1.532292,-1.5424,-1.828,0.511197,0.61244,1.0,0.6444
2026-05-21T16:49:21.723,2.112,12,True,True,0.202321,0.132013,0.32065,0.409565,2.428928,1.532582,-1.547,-1.8425,0.511138,0.613806,1.0,0.8155
2026-05-21T16:49:21.912,2.323,13,True,False,,,,,,,,,0.511079,0.615187,1.0,
2026-05-21T16:49:22.123,2.512,14,True,False,,,,,,,,,0.511022,0.616598,1.0,
2026-05-21T16:49:22.331,2.723,15,True,False,,,,,,,,,0.510966,0.618028,1.0,
2026-05-21T16:49:22.509,2.931,16,True,True,0.202288,0.131961,0.32993,0.407668,2.500215,1.532943,-1.5509,-1.8578,0.510913,0.619435,1.0,0.7199
2026-05-21T16:49:22.715,3.108,17,True,True,0.202256,0.131911,0.337186,0.405677,2.556157,1.533275,-1.5542,-1.8715,0.510859,0.620846,1.0,0.6967
2026-05-21T16:49:22.925,3.314,18,True,True,0.202224,0.131864,0.342929,0.403669,2.600631,1.533585,-1.557,-1.8838,0.510806,0.622255,1.0,0.8637
