timestamp_iso,elapsed_s,frame_idx,face_detected,shoulder_detected,cheek_distance,eye_distance,face_vertical_length,shoulder_width,vh_ratio,cheek_eye_ratio,shoulder_tilt_deg,eye_line_tilt,chin_occlusion,hand_face_score,eye_symmetry_ratio,cheek_symmetry_ratio,chin_alignment_offset,face_center_x,face_center_y,avg_face_conf,avg_shoulder_conf
2026-05-21T17:40:01.233,0.001,0,True,True,0.246861,0.163871,0.339134,0.484407,2.069519,1.506434,-0.6571,-4.8619,0.0,0.0,0.110048,0.073016,0.003906,0.486719,0.583333,1.0,0.9403
2026-05-21T17:40:01.423,0.043,1,False,True,,,,,,,,,,,,,,,,,0.9828
2026-05-21T17:40:01.628,0.232,2,True,True,0.246812,0.163836,0.341735,0.484287,2.085828,1.506453,-0.6578,-4.8616,0.0,0.0,0.109981,0.073074,0.000781,0.486719,0.583642,1.0,0.9057
2026-05-21T17:40:01.820,0.437,3,True,True,0.246705,0.163761,0.344237,0.484066,2.102068,1.506493,-0.659,-4.8603,0.0,0.0,0.109906,0.073157,0.00078,0.48672,0.58406,1.0,0.9788
2026-05-21T17:40:02.018,0.63,4,True,True,0.246532,0.16364,0.346624,0.483728,2.118211,1.506555,-0.6606,-4.8574,0.0,0.0,0.109833,0.073263,0.000777,0.486723,0.58458,1.0,0.9756
2026-05-21T17:40:02.221,0.827,5,True,True,0.246291,0.16347,0.348469,0.483261,2.131698,1.506644,-0.6625,-4.8526,0.0,0.0,0.109761,0.073387,0.000774,0.486726,0.585192,1.0,0.9803
2026-05-21T17:40:02.420,1.03,6,True,True,0.245982,0.163252,0.349832,0.482656,2.142902,1.506764,-0.6652,-4.8456,0.0,0.0,0.109689,0.073527,0.000769,0.486731,0.585874,1.0,0.9814
2026-05-21T17:40:02.625,1.229,7,True,True,0.245605,0.162985,0.350768,0.481912,2.152147,1.506915,-0.6683,-4.8363,0.0,0.0,0.109612,0.073675,0.000765,0.486735,0.586615,1.0,0.8176
2026-05-21T17:40:02.813,1.434,8,True,True,0.245165,0.162674,0.351326,0.481036,2.159697,1.507098,-0.6716,-4.825,0.0,0.0,0.109539,0.073835,1.9e-05,0.486738,0.587395,1.0,0.987
2026-05-21T17:40:03.004,1.622,9,True,True,0.244667,0.16232,0.351559,0.480041,2.165835,1.507314,-0.6753,-4.8117,0.0,0.0,0.109464,0.073994,0.000761,0.486739,0.588207,1.0,0.9941
2026-05-21T17:40:03.218,1.813,10,True,True,0.244114,0.161928,0.351287,0.478937,2.169407,1.507552,-0.6797,-4.7966,0.0,0.0,0.109369,0.074154,2e-05,0.486738,0.589062,1.0,0.9819
2026-05-21T17:40:03.409,2.027,11,True,True,0.243512,0.1615,0.351002,0.477734,2.173384,1.507814,-0.6846,-4.7801,0.0,0.0,0.109293,0.074324,1.9e-05,0.486738,0.589935,1.0,0.9322
2026-05-21T17:40:03.601,2.218,12,True,True,0.242867,0.161041,0.350705,0.476444,2.17773,1.508102,-0.6897,-4.7625,0.0,0.0,0.109215,0.074491,0.000764,0.486736,0.590824,1.0,0.9526
