frame_idx,elapsed_s,timestamp_iso,detected_posture,display_label,frame_state,confidence,deviation_score,duration_in_state_s,cheek_distance,eye_distance,shoulder_width,eye_line_tilt,shoulder_tilt_deg,eye_symmetry_ratio,cheek_symmetry_ratio,chin_alignment_offset,hand_face_score,chin_occlusion,cheek_distance_pct,eye_distance_pct,eye_line_tilt_delta_deg,shoulder_width_pct,candidates_json
104,5.78,2026-05-26T11:13:31.568423,forward_head_only,거북목 경향,BAD_POSTURE,1.0,21.1363,0.0,0.228619,0.15074,0.447821,-4.4228,-0.7073,0.108973,0.07768,0.000829,0.0,0.0,18.8,23.47,-2.51,17.58,"[{""p"": ""forward_head_full"", ""dev"": 18.068, ""ratio"": 3.76}, {""p"": ""recline"", ""dev"": 18.798, ""ratio"": 2.35}, {""p"": ""forward_head_only"", ""dev"": 21.136, ""ratio"": 3.76}]"
105,5.99,2026-05-26T11:13:31.568423,forward_head_only,거북목 경향,BAD_POSTURE,1.0,20.6213,0.0,0.227698,0.150067,0.44574,-4.4038,-0.7053,0.109042,0.077855,0.000833,0.0,0.0,18.32,22.92,-2.49,17.04,"[{""p"": ""forward_head_full"", ""dev"": 17.549, ""ratio"": 3.664}, {""p"": ""recline"", ""dev"": 18.319, ""ratio"": 2.29}, {""p"": ""forward_head_only"", ""dev"": 20.621, ""ratio"": 3.664}]"
106,6.185,2026-05-26T11:13:31.568423,forward_head_only,거북목 경향,BAD_POSTURE,1.0,20.1171,0.0,0.226796,0.149408,0.443685,-4.3856,-0.7037,0.109097,0.078016,0.000837,0.0,0.0,17.85,22.38,-2.47,16.5,"[{""p"": ""forward_head_full"", ""dev"": 17.038, ""ratio"": 3.57}, {""p"": ""recline"", ""dev"": 17.85, ""ratio"": 2.231}, {""p"": ""forward_head_only"", ""dev"": 20.117, ""ratio"": 3.57}]"
107,6.383,2026-05-26T11:13:31.568423,forward_head_only,거북목 경향,BAD_POSTURE,1.0,19.6224,0.0,0.225912,0.148761,0.441671,-4.3683,-0.701,0.10914,0.078172,0.000842,0.0,0.0,17.39,21.85,-2.45,15.97,"[{""p"": ""forward_head_full"", ""dev"": 16.537, ""ratio"": 3.478}, {""p"": ""recline"", ""dev"": 17.391, ""ratio"": 2.174}, {""p"": ""forward_head_only"", ""dev"": 19.622, ""ratio"": 3.478}]"
108,6.576,2026-05-26T11:13:31.568423,forward_head_only,거북목 경향,BAD_POSTURE,1.0,19.1366,0.0,0.225043,0.148126,0.439702,-4.3518,-0.6974,0.109174,0.078324,0.000848,0.0,0.0,16.94,21.33,-2.43,15.45,"[{""p"": ""forward_head_full"", ""dev"": 16.046, ""ratio"": 3.388}, {""p"": ""recline"", ""dev"": 16.939, ""ratio"": 2.117}, {""p"": ""forward_head_only"", ""dev"": 19.137, ""ratio"": 3.388}]"
109,6.786,2026-05-26T11:13:31.569440,forward_head_only,거북목 경향,BAD_POSTURE,1.0,18.6601,0.0,0.224191,0.147503,0.437787,-4.336,-0.6932,0.109218,0.078484,0.000852,0.0,0.0,16.5,20.82,-2.42,14.95,"[{""p"": ""forward_head_full"", ""dev"": 15.567, ""ratio"": 3.299}, {""p"": ""recline"", ""dev"": 16.497, ""ratio"": 2.062}, {""p"": ""forward_head_only"", ""dev"": 18.66, ""ratio"": 3.299}]"
110,6.976,2026-05-26T11:13:31.569440,forward_head_only,거북목 경향,BAD_POSTURE,1.0,18.1917,0.0,0.223353,0.146891,0.435929,-4.3208,-0.6884,0.109272,0.078658,0.000856,0.0,0.0,16.06,20.32,-2.4,14.46,"[{""p"": ""forward_head_full"", ""dev"": 15.1, ""ratio"": 3.212}, {""p"": ""recline"", ""dev"": 16.061, ""ratio"": 2.008}, {""p"": ""forward_head_only"", ""dev"": 18.192, ""ratio"": 3.212}]"
111,7.167,2026-05-26T11:13:31.569440,forward_head_only,거북목 경향,BAD_POSTURE,1.0,17.7317,0.0,0.22253,0.14629,0.434129,-4.3063,-0.6831,0.109289,0.078832,0.000861,0.0,0.0,15.63,19.83,-2.39,13.99,"[{""p"": ""forward_head_full"", ""dev"": 14.646, ""ratio"": 3.127}, {""p"": ""recline"", ""dev"": 15.634, ""ratio"": 1.954}, {""p"": ""forward_head_only"", ""dev"": 17.732, ""ratio"": 3.127}]"
112,7.376,2026-05-26T11:13:31.569440,forward_head_only,거북목 경향,BAD_POSTURE,1.0,17.2788,0.0,0.22172,0.145698,0.432385,-4.2923,-0.6775,0.10929,0.079006,0.000866,0.0,0.0,15.21,19.34,-2.38,13.53,"[{""p"": ""forward_head_full"", ""dev"": 14.202, ""ratio"": 3.043}, {""p"": ""recline"", ""dev"": 15.213, ""ratio"": 1.902}, {""p"": ""forward_head_only"", ""dev"": 17.279, ""ratio"": 3.043}]"
113,7.578,2026-05-26T11:13:31.569440,forward_head_only,거북목 경향,BAD_POSTURE,1.0,16.8336,0.0,0.220924,0.145116,0.430696,-4.2789,-0.6717,0.109278,0.079171,0.000871,0.0,0.0,14.8,18.87,-2.36,13.09,"[{""p"": ""forward_head_full"", ""dev"": 13.771, ""ratio"": 2.96}, {""p"": ""recline"", ""dev"": 14.799, ""ratio"": 1.85}, {""p"": ""forward_head_only"", ""dev"": 16.834, ""ratio"": 2.96}]"
114,7.963,2026-05-26T11:13:31.569440,forward_head_only,거북목 경향,BAD_POSTURE,1.0,16.338,0.0,0.220038,0.144468,0.429044,-4.2652,-0.6656,0.10925,0.079476,0.000884,0.0,0.0,14.34,18.34,-2.35,12.65,"[{""p"": ""forward_head_full"", ""dev"": 13.327, ""ratio"": 2.868}, {""p"": ""recline"", ""dev"": 14.339, ""ratio"": 1.792}, {""p"": ""forward_head_only"", ""dev"": 16.338, ""ratio"": 2.868}]"
115,8.16,2026-05-26T11:13:31.570457,forward_head_only,거북목 경향,BAD_POSTURE,1.0,15.8584,0.0,0.219182,0.14384,0.427433,-4.2525,-0.6594,0.109234,0.079628,0.00089,0.0,0.0,13.89,17.82,-2.34,12.23,"[{""p"": ""forward_head_full"", ""dev"": 12.895, ""ratio"": 2.779}, {""p"": ""recline"", ""dev"": 13.894, ""ratio"": 1.737}, {""p"": ""forward_head_only"", ""dev"": 15.858, ""ratio"": 2.779}]"
116,8.366,2026-05-26T11:13:31.570457,forward_head_only,거북목 경향,BAD_POSTURE,1.0,15.394,0.199,0.218353,0.143232,0.425867,-4.2406,-0.6529,0.109218,0.079782,0.000897,0.0,0.0,13.46,17.32,-2.32,11.82,"[{""p"": ""forward_head_full"", ""dev"": 12.476, ""ratio"": 2.693}, {""p"": ""recline"", ""dev"": 13.463, ""ratio"": 1.683}, {""p"": ""forward_head_only"", ""dev"": 15.394, ""ratio"": 2.693}]"
117,8.56,2026-05-26T11:13:31.570457,forward_head_only,거북목 경향,BAD_POSTURE,1.0,14.9432,0.393,0.217548,0.142642,0.42434,-4.2294,-0.6463,0.109201,0.079929,0.000122,0.0,0.0,13.04,16.84,-2.31,11.42,"[{""p"": ""forward_head_full"", ""dev"": 12.068, ""ratio"": 2.609}, {""p"": ""recline"", ""dev"": 13.045, ""ratio"": 1.631}, {""p"": ""forward_head_only"", ""dev"": 14.943, ""ratio"": 2.609}]"
118,8.77,2026-05-26T11:13:31.570457,forward_head_only,거북목 경향,BAD_POSTURE,1.0,14.5045,0.603,0.216766,0.142067,0.422853,-4.2189,-0.6395,0.109164,0.080064,0.000912,0.0,0.0,12.64,16.37,-2.3,11.03,"[{""p"": ""forward_head_full"", ""dev"": 11.671, ""ratio"": 2.528}, {""p"": ""recline"", ""dev"": 12.638, ""ratio"": 1.58}, {""p"": ""forward_head_only"", ""dev"": 14.505, ""ratio"": 2.528}]"
119,8.961,2026-05-26T11:13:31.570457,forward_head_only,거북목 경향,BAD_POSTURE,1.0,14.0765,0.794,0.216003,0.141506,0.421403,-4.2088,-0.6329,0.109129,0.080203,0.00092,0.0,0.0,12.24,15.91,-2.29,10.65,"[{""p"": ""forward_head_full"", ""dev"": 11.284, ""ratio"": 2.448}, {""p"": ""recline"", ""dev"": 12.242, ""ratio"": 1.53}, {""p"": ""forward_head_only"", ""dev"": 14.077, ""ratio"": 2.448}]"
120,9.167,2026-05-26T11:13:31.570457,forward_head_only,거북목 경향,BAD_POSTURE,1.0,13.6588,1.0,0.215259,0.140958,0.419991,-4.1994,-0.6263,0.109097,0.080345,0.000928,0.0,0.0,11.86,15.46,-2.28,10.27,"[{""p"": ""forward_head_full"", ""dev"": 10.907, ""ratio"": 2.371}, {""p"": ""recline"", ""dev"": 11.855, ""ratio"": 1.482}, {""p"": ""forward_head_only"", ""dev"": 13.659, ""ratio"": 2.371}]"
121,9.359,2026-05-26T11:13:31.571473,forward_head_only,거북목 경향,BAD_POSTURE,1.0,13.251,1.192,0.214533,0.140423,0.418616,-4.1908,-0.6198,0.109059,0.080475,0.000938,0.0,0.0,11.48,15.02,-2.27,9.91,"[{""p"": ""recline"", ""dev"": 11.478, ""ratio"": 1.435}, {""p"": ""forward_head_only"", ""dev"": 13.251, ""ratio"": 2.296}]"
122,9.552,2026-05-26T11:13:31.571473,forward_head_only,거북목 경향,BAD_POSTURE,1.0,12.8517,1.385,0.213822,0.139899,0.41728,-4.1828,-0.6135,0.109024,0.08061,0.000947,0.0,0.0,11.11,14.59,-2.27,9.56,"[{""p"": ""recline"", ""dev"": 11.109, ""ratio"": 1.389}, {""p"": ""forward_head_only"", ""dev"": 12.852, ""ratio"": 2.222}]"
123,9.758,2026-05-26T11:13:31.571473,forward_head_only,거북목 경향,BAD_POSTURE,1.0,12.4605,1.591,0.213125,0.139386,0.415982,-4.175,-0.6071,0.108958,0.080734,0.000176,0.0,0.0,10.75,14.17,-2.26,9.22,"[{""p"": ""recline"", ""dev"": 10.746, ""ratio"": 1.343}, {""p"": ""forward_head_only"", ""dev"": 12.461, ""ratio"": 2.149}]"
124,9.958,2026-05-26T11:13:31.571473,forward_head_only,거북목 경향,BAD_POSTURE,1.0,12.0766,1.791,0.212442,0.138882,0.41472,-4.1674,-0.6009,0.108899,0.080862,0.000967,0.0,0.0,10.39,13.76,-2.25,8.89,"[{""p"": ""recline"", ""dev"": 10.392, ""ratio"": 1.299}, {""p"": ""forward_head_only"", ""dev"": 12.077, ""ratio"": 2.078}]"
125,10.155,2026-05-26T11:13:31.571473,forward_head_only,거북목 경향,BAD_POSTURE,0.9822,11.7002,1.988,0.211772,0.138388,0.41349,-4.16,-0.5946,0.108847,0.081003,0.000976,0.0,0.0,10.04,13.36,-2.24,8.57,"[{""p"": ""recline"", ""dev"": 10.043, ""ratio"": 1.255}, {""p"": ""forward_head_only"", ""dev"": 11.7, ""ratio"": 2.009}]"
126,10.359,2026-05-26T11:13:31.572490,forward_head_only,거북목 경향,BAD_POSTURE,0.9569,11.3306,2.192,0.211114,0.137903,0.412292,-4.153,-0.5885,0.108801,0.081152,0.000985,0.0,0.0,9.7,12.96,-2.24,8.25,"[{""p"": ""recline"", ""dev"": 9.701, ""ratio"": 1.213}, {""p"": ""forward_head_only"", ""dev"": 11.331, ""ratio"": 1.94}]"
127,10.541,2026-05-26T11:13:31.572490,forward_head_only,거북목 경향,BAD_POSTURE,0.932,10.9669,2.374,0.210466,0.137426,0.411124,-4.1465,-0.5823,0.10876,0.081311,0.000993,0.0,0.0,9.36,12.57,-2.23,7.95,"[{""p"": ""recline"", ""dev"": 9.365, ""ratio"": 1.171}, {""p"": ""forward_head_only"", ""dev"": 10.967, ""ratio"": 1.873}]"
128,10.754,2026-05-26T11:13:31.572490,forward_head_only,거북목 경향,BAD_POSTURE,0.9075,10.6096,2.587,0.20983,0.136957,0.409985,-4.1405,-0.5762,0.108722,0.081468,0.001001,0.0,0.0,9.03,12.18,-2.22,7.65,"[{""p"": ""recline"", ""dev"": 9.034, ""ratio"": 1.129}, {""p"": ""forward_head_only"", ""dev"": 10.61, ""ratio"": 1.807}]"
129,10.945,2026-05-26T11:13:31.572490,forward_head_only,거북목 경향,BAD_POSTURE,0.8835,10.2581,2.778,0.209204,0.136496,0.408875,-4.1347,-0.5702,0.108689,0.081624,0.001009,0.0,0.0,8.71,11.81,-2.22,7.36,"[{""p"": ""recline"", ""dev"": 8.709, ""ratio"": 1.089}, {""p"": ""forward_head_only"", ""dev"": 10.258, ""ratio"": 1.742}]"
130,11.151,2026-05-26T11:13:31.572490,forward_head_only,거북목 경향,BAD_POSTURE,0.8599,9.9126,2.984,0.208588,0.136043,0.407794,-4.1292,-0.5642,0.108658,0.081778,0.001017,0.0,0.0,8.39,11.44,-2.21,7.07,"[{""p"": ""recline"", ""dev"": 8.389, ""ratio"": 1.049}, {""p"": ""forward_head_only"", ""dev"": 9.913, ""ratio"": 1.678}]"
131,11.343,2026-05-26T11:13:31.572490,forward_head_only,거북목 경향,BAD_POSTURE,0.8366,9.5718,3.176,0.207981,0.135596,0.406742,-4.1238,-0.5582,0.10863,0.081932,0.001024,0.0,0.0,8.07,11.07,-2.21,6.8,"[{""p"": ""recline"", ""dev"": 8.073, ""ratio"": 1.009}, {""p"": ""forward_head_only"", ""dev"": 9.572, ""ratio"": 1.615}]"
132,11.552,2026-05-26T11:13:31.573506,forward_head_only,거북목 경향,BAD_POSTURE,0.8137,9.2362,3.385,0.207383,0.135156,0.405718,-4.1186,-0.5523,0.108595,0.082091,0.001032,0.0,0.0,7.76,10.71,-2.2,6.53,"[{""p"": ""forward_head_only"", ""dev"": 9.236, ""ratio"": 1.553}]"
133,11.744,2026-05-26T11:13:31.573506,forward_head_only,거북목 경향,BAD_POSTURE,0.7912,8.9054,3.577,0.206794,0.134722,0.404723,-4.1135,-0.5464,0.108553,0.082255,0.001039,0.0,0.0,7.46,10.35,-2.2,6.27,"[{""p"": ""forward_head_only"", ""dev"": 8.905, ""ratio"": 1.491}]"
134,11.936,2026-05-26T11:13:31.573506,forward_head_only,거북목 경향,BAD_POSTURE,0.7691,8.5794,3.769,0.206214,0.134294,0.403756,-4.1087,-0.5405,0.108504,0.082416,0.001046,0.0,0.0,7.16,10.0,-2.19,6.01,"[{""p"": ""forward_head_only"", ""dev"": 8.579, ""ratio"": 1.431}]"
135,12.145,2026-05-26T11:13:31.573506,forward_head_only,거북목 경향,BAD_POSTURE,0.7473,8.2582,3.978,0.205643,0.133872,0.402816,-4.1042,-0.5347,0.108452,0.082573,0.00051,0.0,0.0,6.86,9.66,-2.19,5.77,"[{""p"": ""forward_head_only"", ""dev"": 8.258, ""ratio"": 1.372}]"
136,12.334,2026-05-26T11:13:31.573506,forward_head_only,거북목 경향,BAD_POSTURE,0.7259,7.9413,4.167,0.205079,0.133456,0.4019,-4.0998,-0.5289,0.108405,0.082737,0.000503,0.0,0.0,6.57,9.32,-2.18,5.52,"[{""p"": ""forward_head_only"", ""dev"": 7.941, ""ratio"": 1.313}]"
137,12.543,2026-05-26T11:13:31.573506,forward_head_only,거북목 경향,BAD_POSTURE,0.7048,7.6285,4.376,0.204523,0.133045,0.401007,-4.0958,-0.5232,0.108365,0.082911,0.001066,0.0,0.0,6.28,8.98,-2.18,5.29,"[{""p"": ""forward_head_only"", ""dev"": 7.629, ""ratio"": 1.255}]"
138,12.735,2026-05-26T11:13:31.573506,forward_head_only,거북목 경향,BAD_POSTURE,0.684,7.3203,4.568,0.203975,0.13264,0.400135,-4.092,-0.5174,0.10833,0.083087,0.000292,0.0,0.0,5.99,8.65,-2.17,5.06,"[{""p"": ""forward_head_only"", ""dev"": 7.32, ""ratio"": 1.198}]"
139,13.136,2026-05-26T11:13:31.574522,forward_head_only,거북목 경향,BAD_POSTURE,0.6631,6.9755,4.969,0.203362,0.132187,0.39894,-4.0882,-0.5126,0.108298,0.08347,0.000471,0.0,0.0,5.67,8.28,-2.17,4.75,"[{""p"": ""forward_head_only"", ""dev"": 6.975, ""ratio"": 1.135}]"
140,13.328,2026-05-26T11:13:31.574522,forward_head_only,거북목 경향,BAD_POSTURE,0.6423,6.6411,5.161,0.202767,0.131748,0.397699,-4.085,-0.508,0.108355,0.083682,0.000321,0.0,0.0,5.36,7.92,-2.17,4.42,"[{""p"": ""forward_head_only"", ""dev"": 6.641, ""ratio"": 1.073}]"
141,13.536,2026-05-26T11:13:31.574522,forward_head_only,거북목 경향,BAD_POSTURE,0.6216,6.3178,5.369,0.202191,0.131324,0.396439,-4.0825,-0.5037,0.108385,0.083873,0.000447,0.0,0.0,5.06,7.57,-2.17,4.09,"[{""p"": ""forward_head_only"", ""dev"": 6.318, ""ratio"": 1.013}]"
142,13.728,2026-05-26T11:13:31.574522,neutral,바른 자세,NORMAL,1.0,0.0,0.0,0.20163,0.130914,0.395177,-4.0805,-0.4994,0.108398,0.084058,0.000433,0.0,0.0,4.77,7.23,-2.16,3.76,[]
143,13.936,2026-05-26T11:13:31.574522,neutral,바른 자세,NORMAL,1.0,0.0,0.208,0.201085,0.130514,0.393927,-4.0789,-0.4957,0.10842,0.084248,0.000419,0.0,0.0,4.49,6.91,-2.16,3.43,[]
144,14.123,2026-05-26T11:13:31.574522,neutral,바른 자세,NORMAL,1.0,0.0,0.395,0.200553,0.130126,0.392702,-4.0778,-0.4916,0.108452,0.084443,0.000404,0.0,0.0,4.21,6.59,-2.16,3.11,[]
145,14.318,2026-05-26T11:13:31.574522,neutral,바른 자세,NORMAL,1.0,0.0,0.59,0.200034,0.129746,0.391506,-4.0773,-0.4871,0.108492,0.084645,0.000391,0.0,0.0,3.94,6.28,-2.16,2.8,[]
146,14.526,2026-05-26T11:13:31.575538,neutral,바른 자세,NORMAL,1.0,0.0,0.798,0.199527,0.129374,0.390345,-4.0773,-0.4824,0.108538,0.084849,0.000376,0.0,0.0,3.68,5.97,-2.16,2.49,[]
147,14.716,2026-05-26T11:13:31.575538,neutral,바른 자세,NORMAL,1.0,0.0,0.988,0.19903,0.129009,0.389218,-4.0777,-0.4775,0.108591,0.085058,0.000362,0.0,0.0,3.42,5.67,-2.16,2.19,[]
148,14.924,2026-05-26T11:13:31.575538,neutral,바른 자세,NORMAL,1.0,0.0,1.196,0.198543,0.128651,0.388132,-4.0787,-0.4725,0.108647,0.085268,0.000348,0.0,0.0,3.17,5.38,-2.16,1.91,[]
