timestamp_iso,elapsed_s,frame_idx,face_detected,shoulder_detected,cheek_distance,eye_distance,face_vertical_length,shoulder_width,vh_ratio,cheek_eye_ratio,shoulder_tilt_deg,eye_line_tilt,face_center_x,face_center_y,avg_face_conf,avg_shoulder_conf
2026-05-21T16:45:01.093,0.001,0,True,True,0.212505,0.135966,0.308369,0.392188,2.267988,1.562926,0.0,-1.1706,0.527344,0.634722,1.0,0.9417
2026-05-21T16:45:01.158,0.048,1,True,True,0.212505,0.135966,0.310237,0.392188,2.281714,1.562922,-0.0,-1.1707,0.52734,0.634736,1.0,0.9705
2026-05-21T16:45:01.371,0.113,2,True,True,0.212507,0.135969,0.312441,0.392192,2.297885,1.562911,-0.0001,-1.1711,0.527327,0.634787,1.0,0.9798
2026-05-21T16:45:01.574,0.325,3,True,True,0.212513,0.135974,0.314719,0.392202,2.314554,1.562892,-0.0003,-1.1718,0.527303,0.634866,1.0,0.9885
2026-05-21T16:45:01.774,0.528,4,True,True,0.212521,0.135982,0.316847,0.392221,2.33007,1.562865,-0.0006,-1.173,0.527272,0.634967,1.0,0.9868
2026-05-21T16:45:01.958,0.729,5,True,True,0.212533,0.135993,0.318429,0.392251,2.341514,1.562831,-0.0014,-1.1745,0.527234,0.635083,1.0,0.9751
2026-05-21T16:45:02.179,0.913,6,True,True,0.212549,0.136006,0.31975,0.392292,2.350999,1.562792,-0.0029,-1.1764,0.52719,0.635219,1.0,0.985
2026-05-21T16:45:02.373,1.134,7,True,True,0.212568,0.136022,0.320849,0.392346,2.358803,1.562749,-0.005,-1.1787,0.527142,0.635365,1.0,0.9851
2026-05-21T16:45:02.555,1.328,8,True,True,0.212591,0.13604,0.32155,0.39241,2.363635,1.562702,-0.008,-1.181,0.527091,0.635519,1.0,0.9881
2026-05-21T16:45:02.762,1.509,9,True,True,0.212616,0.136061,0.322119,0.392483,2.367456,1.562651,-0.0122,-1.1833,0.527037,0.635683,1.0,0.9474
2026-05-21T16:45:02.954,1.717,10,True,True,0.212644,0.136084,0.322365,0.392561,2.368868,1.562591,-0.0177,-1.1858,0.526981,0.635853,1.0,0.9771
2026-05-21T16:45:03.161,1.909,11,True,True,0.212674,0.136109,0.322546,0.392642,2.369757,1.56252,-0.0241,-1.1884,0.526922,0.636028,1.0,0.9836
2026-05-21T16:45:03.353,2.115,12,True,True,0.212706,0.136137,0.32267,0.392725,2.370191,1.562441,-0.0314,-1.1912,0.526862,0.636207,1.0,0.9893
2026-05-21T16:45:03.543,2.308,13,True,True,0.212739,0.136166,0.322745,0.392811,2.370242,1.562354,-0.0395,-1.1943,0.526801,0.636388,1.0,0.9846
2026-05-21T16:45:03.752,2.498,14,True,True,0.212774,0.136196,0.322987,0.392899,2.371492,1.562264,-0.0487,-1.1976,0.526739,0.636576,1.0,0.7913
2026-05-21T16:45:03.951,2.707,15,True,True,0.212809,0.136227,0.323369,0.392988,2.373761,1.562172,-0.0586,-1.2012,0.526676,0.63677,1.0,0.9876
2026-05-21T16:45:04.165,2.905,16,True,True,0.212846,0.136258,0.323662,0.393077,2.375351,1.562079,-0.0693,-1.2048,0.526611,0.636974,1.0,0.9187
2026-05-21T16:45:04.344,3.119,17,True,True,0.212885,0.136291,0.323877,0.393164,2.376367,1.561986,-0.0806,-1.2086,0.526544,0.637178,1.0,0.9805
2026-05-21T16:45:04.554,3.299,18,True,True,0.212924,0.136324,0.324028,0.39325,2.376891,1.561892,-0.0923,-1.2124,0.526472,0.637387,1.0,0.9768
2026-05-21T16:45:04.760,3.509,19,True,True,0.212964,0.136358,0.324123,0.393334,2.377,1.5618,-0.1043,-1.2163,0.526397,0.637592,1.0,0.9735
2026-05-21T16:45:04.938,3.715,20,True,True,0.213004,0.136392,0.32417,0.393416,2.376752,1.561705,-0.1165,-1.2201,0.526323,0.637796,1.0,0.9756
