timestamp_iso,elapsed_s,frame_idx,face_detected,shoulder_detected,cheek_distance,eye_distance,face_vertical_length,shoulder_width,vh_ratio,cheek_eye_ratio,shoulder_tilt_deg,eye_line_tilt,face_center_x,face_center_y,avg_face_conf,avg_shoulder_conf
2026-05-21T16:42:32.793,0.011,0,False,False,,,,,,,,,,,,
2026-05-21T16:42:33.000,0.047,1,True,True,0.245505,0.160253,0.325002,0.40785,2.028062,1.531988,-0.7805,1.9867,0.526563,0.330556,1.0,0.9951
2026-05-21T16:42:33.192,0.254,2,True,True,0.245505,0.160253,0.324793,0.407858,2.026759,1.531986,-0.7808,1.9867,0.526563,0.33055,1.0,0.9985
2026-05-21T16:42:33.415,0.446,3,True,True,0.245503,0.160252,0.324407,0.407883,2.024351,1.531979,-0.7815,1.9867,0.526561,0.33054,1.0,0.9997
2026-05-21T16:42:33.565,0.669,4,True,True,0.245501,0.160251,0.323869,0.40793,2.021007,1.531971,-0.7829,1.9866,0.526557,0.330528,1.0,0.9995
2026-05-21T16:42:33.774,0.819,5,True,True,0.245496,0.160249,0.323412,0.408005,2.018184,1.531969,-0.785,1.9862,0.526551,0.330512,1.0,0.9989
2026-05-21T16:42:33.968,1.028,6,True,True,0.24549,0.160244,0.322607,0.408109,2.013216,1.531975,-0.7893,1.9854,0.526543,0.330494,1.0,0.998
2026-05-21T16:42:34.172,1.221,7,True,True,0.245482,0.160238,0.321923,0.408243,2.009037,1.531987,-0.7969,1.9842,0.526535,0.330471,1.0,0.9983
2026-05-21T16:42:34.361,1.426,8,True,True,0.245471,0.160229,0.321553,0.408408,2.00684,1.532006,-0.8082,1.9827,0.526527,0.330444,1.0,0.9963
2026-05-21T16:42:34.568,1.614,9,True,True,0.245457,0.160217,0.321241,0.40861,2.005037,1.532029,-0.8229,1.9809,0.526519,0.330414,1.0,0.9969
2026-05-21T16:42:34.762,1.822,10,True,True,0.24544,0.160203,0.320979,0.40885,2.003573,1.532055,-0.841,1.9785,0.526511,0.330381,1.0,0.997
2026-05-21T16:42:34.958,2.016,11,True,True,0.24542,0.160187,0.320759,0.40913,2.002402,1.532082,-0.8632,1.9757,0.526503,0.330344,1.0,0.9969
2026-05-21T16:42:35.174,2.212,12,True,True,0.245397,0.160169,0.320576,0.40945,2.001487,1.532113,-0.8902,1.9721,0.526494,0.330302,1.0,0.9971
2026-05-21T16:42:35.369,2.429,13,True,True,0.24537,0.160148,0.320213,0.409806,1.99949,1.53215,-0.9221,1.9677,0.526483,0.330256,1.0,0.999
2026-05-21T16:42:35.562,2.622,14,True,True,0.245341,0.160124,0.319908,0.410198,1.997873,1.532193,-0.9585,1.9626,0.526471,0.330209,1.0,0.9952
2026-05-21T16:42:35.762,2.815,15,True,True,0.24531,0.160099,0.319859,0.410624,1.997883,1.532239,-0.9982,1.9568,0.526458,0.330159,1.0,0.9943
