timestamp_iso,elapsed_s,frame_idx,face_detected,shoulder_detected,cheek_distance,eye_distance,face_vertical_length,shoulder_width,vh_ratio,cheek_eye_ratio,shoulder_tilt_deg,eye_line_tilt,face_center_x,face_center_y,avg_face_conf,avg_shoulder_conf
2026-05-21T16:44:04.493,0.003,0,True,True,0.221098,0.145339,0.301439,0.436898,2.074037,1.521257,1.6395,-1.0951,0.522656,0.491667,1.0,0.9832
2026-05-21T16:44:04.554,0.05,1,False,True,,,,,,,,,,,,0.9186
2026-05-21T16:44:04.749,0.111,2,True,True,0.221095,0.145336,0.32241,0.436883,2.218376,1.521269,1.6383,-1.0941,0.522658,0.492067,1.0,0.9576
2026-05-21T16:44:04.952,0.306,3,True,True,0.221087,0.145328,0.340539,0.436848,2.343248,1.521295,1.6361,-1.0914,0.522663,0.492756,1.0,0.9779
2026-05-21T16:44:05.151,0.509,4,True,True,0.221072,0.145314,0.356003,0.436788,2.449887,1.521338,1.6326,-1.0865,0.522666,0.493692,1.0,0.9584
2026-05-21T16:44:05.363,0.708,5,True,True,0.221049,0.145295,0.368746,0.436701,2.537916,1.521384,1.628,-1.08,0.52267,0.494864,1.0,0.9775
2026-05-21T16:44:05.558,0.92,6,True,True,0.221018,0.14527,0.379357,0.436586,2.611404,1.521436,1.6193,-1.0719,0.522672,0.496199,1.0,0.9837
2026-05-21T16:44:05.742,1.115,7,True,True,0.22098,0.145238,0.387931,0.436443,2.670997,1.521498,1.6058,-1.0628,0.522674,0.497648,1.0,0.956
2026-05-21T16:44:05.955,1.299,8,True,True,0.220933,0.145201,0.395167,0.436273,2.721524,1.521572,1.5872,-1.0526,0.522675,0.499235,1.0,0.9754
2026-05-21T16:44:06.142,1.512,9,True,True,0.220879,0.145157,0.401046,0.436076,2.762847,1.521658,1.5641,-1.0416,0.522673,0.500887,1.0,0.9476
2026-05-21T16:44:06.349,1.699,10,True,True,0.220818,0.145107,0.405552,0.435853,2.794849,1.521759,1.5368,-1.03,0.522666,0.502614,1.0,0.9668
2026-05-21T16:44:06.543,1.906,11,True,True,0.220749,0.145051,0.408885,0.435606,2.818902,1.521872,1.5063,-1.0183,0.522649,0.504381,1.0,0.981
2026-05-21T16:44:06.734,2.101,12,True,True,0.220675,0.14499,0.41143,0.435338,2.837633,1.521995,1.473,-1.0071,0.522617,0.506171,1.0,0.9738
2026-05-21T16:44:06.961,2.291,13,True,True,0.220594,0.144925,0.413294,0.43505,2.851789,1.522128,1.4377,-0.997,0.522571,0.508021,1.0,0.9726
2026-05-21T16:44:07.136,2.518,14,True,True,0.220507,0.144854,0.414793,0.434745,2.863518,1.52227,1.4011,-0.9882,0.522518,0.509847,1.0,0.9613
2026-05-21T16:44:07.339,2.693,15,True,True,0.220416,0.14478,0.415563,0.434424,2.870302,1.522422,1.3636,-0.9805,0.522457,0.511687,1.0,0.9837
2026-05-21T16:44:07.527,2.896,16,True,True,0.220321,0.144702,0.415923,0.434087,2.874336,1.522584,1.3259,-0.9741,0.52239,0.513514,1.0,0.9564
2026-05-21T16:44:07.740,3.084,17,True,True,0.220222,0.144621,0.416142,0.433734,2.87747,1.522757,1.2882,-0.9689,0.522318,0.515355,1.0,0.9815
2026-05-21T16:44:07.930,3.298,18,True,True,0.220121,0.144537,0.415829,0.433368,2.876984,1.522941,1.2509,-0.9652,0.522242,0.517172,1.0,0.9821
2026-05-21T16:44:08.128,3.487,19,True,True,0.220016,0.14445,0.415275,0.432988,2.874877,1.523132,1.2142,-0.9628,0.522162,0.518976,1.0,0.9831
2026-05-21T16:44:08.332,3.685,20,True,True,0.21991,0.144361,0.414727,0.432599,2.872846,1.523331,1.1783,-0.962,0.522074,0.520772,1.0,0.9516
2026-05-21T16:44:08.523,3.889,21,True,True,0.219802,0.144271,0.414189,0.432202,2.870903,1.523535,1.1432,-0.9629,0.521982,0.522543,1.0,0.9846
2026-05-21T16:44:08.739,4.08,22,True,True,0.219694,0.14418,0.413658,0.431799,2.869037,1.523746,1.1089,-0.9656,0.521883,0.524316,1.0,0.9616
2026-05-21T16:44:08.935,4.296,23,True,True,0.219585,0.144089,0.41293,0.431392,2.865807,1.52396,1.0755,-0.9698,0.521781,0.526067,1.0,0.9575
2026-05-21T16:44:09.116,4.493,24,True,True,0.219477,0.143997,0.41204,0.430984,2.861448,1.524177,1.0429,-0.9754,0.521678,0.527782,1.0,0.9787
2026-05-21T16:44:09.325,4.673,25,True,True,0.219369,0.143906,0.411013,0.430578,2.856123,1.524393,1.0111,-0.9823,0.521572,0.529495,1.0,0.9759
2026-05-21T16:44:09.515,4.882,26,True,True,0.219261,0.143815,0.40987,0.430178,2.849986,1.524607,0.9802,-0.9899,0.521468,0.53118,1.0,0.9798
2026-05-21T16:44:09.723,5.072,27,True,True,0.219154,0.143726,0.40863,0.429785,2.843121,1.524805,0.9504,-0.9984,0.521369,0.532866,1.0,0.9462
2026-05-21T16:44:09.928,5.28,28,True,True,0.219047,0.143639,0.407099,0.429403,2.834191,1.524991,0.9216,-1.008,0.521275,0.534539,1.0,0.9776
2026-05-21T16:44:10.124,5.485,29,True,True,0.218943,0.143553,0.40554,0.429031,2.825031,1.525174,0.8939,-1.0185,0.521194,0.536183,1.0,0.9795
2026-05-21T16:44:10.328,5.681,30,True,True,0.218839,0.143468,0.404166,0.428668,2.817126,1.525358,0.8671,-1.0294,0.521128,0.537807,1.0,0.9875
2026-05-21T16:44:10.505,5.885,31,True,True,0.218738,0.143383,0.402748,0.428313,2.808894,1.525548,0.8409,-1.0404,0.521076,0.53938,1.0,0.9845
2026-05-21T16:44:10.712,6.062,32,True,True,0.218638,0.143299,0.401503,0.427964,2.801846,1.525746,0.8151,-1.0512,0.521037,0.540939,1.0,0.9744
2026-05-21T16:44:10.908,6.269,33,True,True,0.21854,0.143215,0.400197,0.427619,2.79437,1.525955,0.7898,-1.0615,0.521007,0.542471,1.0,0.9643
2026-05-21T16:44:11.112,6.465,34,True,True,0.218444,0.143132,0.398632,0.427278,2.785067,1.52617,0.7648,-1.0714,0.520979,0.54398,1.0,0.9479
2026-05-21T16:44:11.304,6.669,35,True,True,0.218348,0.143049,0.397066,0.426941,2.775726,1.526383,0.7398,-1.081,0.520946,0.545455,1.0,0.9248
2026-05-21T16:44:11.501,6.861,36,True,True,0.218254,0.142968,0.395505,0.426609,2.766398,1.526595,0.7145,-1.0908,0.520906,0.5469,1.0,0.9774
2026-05-21T16:44:11.707,7.058,37,True,True,0.21816,0.142886,0.394162,0.426281,2.758565,1.526807,0.6887,-1.1007,0.520859,0.548327,1.0,0.9868
2026-05-21T16:44:11.897,7.264,38,True,True,0.218067,0.142806,0.39259,0.425956,2.749121,1.527016,0.6624,-1.1111,0.520807,0.549724,1.0,0.9515
2026-05-21T16:44:12.109,7.454,39,True,True,0.217973,0.142725,0.391035,0.425636,2.739786,1.527228,0.6353,-1.1219,0.52075,0.55111,1.0,0.9524
2026-05-21T16:44:12.304,7.667,40,True,True,0.21788,0.142643,0.389289,0.42532,2.729109,1.527442,0.6077,-1.1335,0.520689,0.552471,1.0,0.9587
2026-05-21T16:44:12.510,7.861,41,True,True,0.217786,0.142562,0.387592,0.425007,2.71877,1.527659,0.5794,-1.1459,0.520626,0.553814,1.0,0.9749
2026-05-21T16:44:12.697,8.067,42,True,True,0.217692,0.14248,0.386152,0.424698,2.710223,1.527878,0.551,-1.1591,0.520563,0.555125,1.0,0.9708
2026-05-21T16:44:12.898,8.254,43,True,True,0.217598,0.142398,0.384517,0.424392,2.700294,1.528096,0.5227,-1.173,0.520498,0.556417,1.0,0.9247
2026-05-21T16:44:13.097,8.455,44,True,True,0.217505,0.142317,0.38293,0.424089,2.690675,1.528312,0.4949,-1.1879,0.520431,0.557686,1.0,0.9676
2026-05-21T16:44:13.288,8.654,45,True,True,0.217414,0.142238,0.381388,0.423792,2.681343,1.528522,0.468,-1.2035,0.520361,0.55893,1.0,0.987
2026-05-21T16:44:13.498,8.845,46,True,True,0.217323,0.14216,0.379888,0.423501,2.672262,1.528723,0.442,-1.22,0.520291,0.560162,1.0,0.9809
2026-05-21T16:44:13.694,9.055,47,True,True,0.217233,0.142083,0.378426,0.423214,2.663416,1.528918,0.4172,-1.2372,0.520218,0.561368,1.0,0.9719
2026-05-21T16:44:13.883,9.252,48,True,True,0.217145,0.142008,0.377003,0.422932,2.654802,1.529108,0.3938,-1.2551,0.520145,0.562546,1.0,0.9799
